id,year,subject,field,original,detected,proposed,type,confidence,plan_status,apply,reviewer_note
802,2020,Pathomorphology,topic,. Infections of childhood. MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,childhood. MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,. Infections of childhood.,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
805,2020,Pathomorphology,topic,Sepsis. MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Sepsis. MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Sepsis.,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
1793,2020,Anatomy,topic,The organ of vision MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,vision MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,The organ of vision,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
1804,2020,Anatomy,topic,External carotid artery MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,artery MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,External carotid artery,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2825,2020,Biochemistry,topic,"Nucleic acid metabolism. Protein synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Nucleic acid metabolism. Protein synthesis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2832,2020,Biochemistry,topic,"Gaseous metabolism mechanism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","mechanism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Gaseous metabolism mechanism,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2839,2020,Biochemistry,topic,"Nutrition biochemistry and vitamins fundamentals. Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","fundamentals. Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Nutrition biochemistry and vitamins fundamentals.,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
1811,2021,Anatomy,topic,Genital system MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,system MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Genital system,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
1818,2021,Anatomy,topic,Periferal nervous system MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,system MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Periferal nervous system,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2853,2021,Biochemistry,topic,"Hormonal regulation of metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Hormonal regulation of metabolism,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2860,2021,Biochemistry,topic,"Functional and clinical biochemistry of muscles, nervous and connective tissues Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","tissues Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Functional and clinical biochemistry of muscles, nervous and connective tissues",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2885,2021,Biochemistry,topic,"""Water- and fat-soluble vitamins"". Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","vitamins"". Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","""Water- and fat-soluble vitamins"".",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
479,2023,Pathomorphology,topic,Chronic inflammation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,inflammation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Chronic inflammation,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
1523,2023,Anatomy,topic,Lumbar plexus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,plexus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Lumbar plexus,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
2479,2023,Biochemistry,topic,"Hormonal regulation of metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","metabolism Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Hormonal regulation of metabolism,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION topic removal
720,2007,Pathomorphology,answer_4,Hyalinosis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Hyalinosis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Hyalinosis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
723,2007,Pathomorphology,answer_4,III MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,III MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,III,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
736,2007,Pathomorphology,question,"Analysis of a punction biopsy material of liver revealed hepatocyte dystrophy with necroses as well as sclerosis with disorder of beam and lobulous structure, with formation of pseudolobules and regenerative nodes. What is the most probable diagnosis: MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",diagnosis: MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,"Analysis of a punction biopsy material of liver revealed hepatocyte dystrophy with necroses as well as sclerosis with disorder of beam and lobulous structure, with formation of pseudolobules and regenerative nodes. What is the most probable diagnosis:",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1721,2007,Anatomy,answer_3,Triceps muscle of thigh MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,thigh MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Triceps muscle of thigh,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1728,2007,Anatomy,answer_3,Big fibular nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,nerve MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Big fibular nerve,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1735,2007,Anatomy,answer_5,Auditory and visual MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,visual MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Auditory and visual,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2732,2007,Biochemistry,question,"A patient presents high activity of LDH 1, 2, aspartate aminotransferase, creatine phosphokinase. In what organ (organs) is the development of a pathological process the most probable? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","probable? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","A patient presents high activity of LDH 1, 2, aspartate aminotransferase, creatine phosphokinase. In what organ (organs) is the development of a pathological process the most probable?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2735,2007,Biochemistry,answer_5,"Alanine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Alanine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Alanine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2739,2007,Biochemistry,question,"A woman who has been keeping to a cleanrice diet for a long time was diagnosed with polyneuritis (beri-beri). What vitamin deficit results in development of this disease? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","disease? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",A woman who has been keeping to a cleanrice diet for a long time was diagnosed with polyneuritis (beri-beri). What vitamin deficit results in development of this disease?,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2742,2007,Biochemistry,answer_4,"Low (absent) activity of glucose 6-phosphatase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","6-phosphatase Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Low (absent) activity of glucose 6-phosphatase,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2746,2007,Biochemistry,question,"Examination of a patient with frequent hemorrhages from internals and mucous membranes revealed proline and lysine being a part of collagene fibers. What vitamin absence caused disturbance of their hydroxylation? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","hydroxylation? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Examination of a patient with frequent hemorrhages from internals and mucous membranes revealed proline and lysine being a part of collagene fibers. What vitamin absence caused disturbance of their hydroxylation?,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2749,2007,Biochemistry,answer_4,"Intensification of respiratory ferment synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","synthesis Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Intensification of respiratory ferment synthesis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2753,2007,Biochemistry,answer_2,"Glutathione Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Glutathione Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Glutathione,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2757,2007,Biochemistry,question,"A child’s blood presents high content of galactose, glucose concentration is low. There are such presentations as cataract, mental deficiency, adipose degeneration of liver. What disease is it? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","it? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","A child’s blood presents high content of galactose, glucose concentration is low. There are such presentations as cataract, mental deficiency, adipose degeneration of liver. What disease is it?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2760,2007,Biochemistry,answer_4,"Lactic acid utilization Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","utilization Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Lactic acid utilization,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
695,2008,Pathomorphology,answer_3,Bilirubin MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Bilirubin MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Bilirubin,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
705,2008,Pathomorphology,question,"A patient ill with thrombophlebitis of his lower limbs had chest pain, blood spitting, progressing respiratory insufficiency that led to his death. Autopsy diagnosed multiple lung infarctions. What is the most probable cause of their development? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",development? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,"A patient ill with thrombophlebitis of his lower limbs had chest pain, blood spitting, progressing respiratory insufficiency that led to his death. Autopsy diagnosed multiple lung infarctions. What is the most probable cause of their development?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
708,2008,Pathomorphology,answer_1,Myocarditis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Myocarditis MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Myocarditis,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
711,2008,Pathomorphology,answer_1,Tay-Sachs disease MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,disease MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Tay-Sachs disease,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
714,2008,Pathomorphology,answer_4,Isotransplantation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Isotransplantation MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Isotransplantation,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
717,2008,Pathomorphology,answer_3,Pulmonary abscess MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,abscess MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,Pulmonary abscess,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1704,2008,Anatomy,answer_3,Red nuclei MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,nuclei MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Red nuclei,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
1714,2008,Anatomy,answer_3,Round ligament of uterus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,uterus MSQ Крок 1 Medicine 2007-2021 - NORMAL ANATOMY,Round ligament of uterus,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2698,2008,Biochemistry,question,"After consumption of rich food a patient has nausea and heartburn, steatorrhea. This condition might be caused by: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","by: Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","After consumption of rich food a patient has nausea and heartburn, steatorrhea. This condition might be caused by:",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2701,2008,Biochemistry,answer_4,"Mutation Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Mutation Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Mutation,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2705,2008,Biochemistry,question,"A patient has yellow skin colour, dark urine, dark-yellow feces. What substance will have strengthened concentration in the blood serum? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","serum? Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","A patient has yellow skin colour, dark urine, dark-yellow feces. What substance will have strengthened concentration in the blood serum?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2708,2008,Biochemistry,answer_4,"Creatinine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Creatinine Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Creatinine,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2715,2008,Biochemistry,answer_2,"C Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","C Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",C,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2718,2008,Biochemistry,answer_5,"Calmodulin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Calmodulin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Calmodulin,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
2725,2008,Biochemistry,answer_2,"Pepsin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY","Pepsin Крок 2 Medicine (англомовний варiант, iноземнi студенти) 2017-2007 - BIOCHEMISTRY",Pepsin,KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
673,2009,Pathomorphology,answer_5,"Q-febris, epidemic typhus MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",typhus MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,"Q-febris, epidemic typhus",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
683,2009,Pathomorphology,question,"Autopsy of a man, who had been suffering from the multiple bronchiectasis for 5 years and died from chronic renal insufFIciency, revealed that kidneys were dense and enlarged, with thickened cortical layer of white colour with greasy lustre. What renal disease might be suspected? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY",suspected? MSQ Крок 1 Medicine 2007-2021-PATHOMORPHOLOGY,"Autopsy of a man, who had been suffering from the multiple bronchiectasis for 5 years and died from chronic renal insufFIciency, revealed that kidneys were dense and enlarged, with thickened cortical layer of white colour with greasy lustre. What renal disease might be suspected?",KNOWN_LEXICAL_TYPO,HIGH,AUTO_APPROVED,YES,Approved SOURCE_CONTAMINATION removal
